Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-1_run-1287_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-2_run-1288_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-3_run-1289_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-4_run-1290_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-5_run-1291_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-6_run-1292_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-7_run-1293_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\2eme-generation-8_run-1294_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-1_run-1295_60 SPD_12-10-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-2_run-1296_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-3_run-1297_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-4_run-1298_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-5_run-1299_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-6_run-1300_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-7_run-1301_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Projet Siric-decembre 2024\3eme-generation-8_run-1302_60 SPD_12-11-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-7-C-39-ctrl_run-1687_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-8-C-39-IR_run-1688_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-9-C-35-CTRL_run-1689_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-10-C-35-IR_run-1690_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-11-C-69-CTRL_run-1691_60 SPD_3-25-2024.d	Y:\timsTOF-Flex\Data2024\antonella\Analyse Marlene SIRIC 260324\Sample-12-C-39-IR_run-1692_60 SPD_3-25-2024.d
O95822;O95822-2	O95822;O95822-2	DCMC_HUMAN	MLYCD	Malonyl-CoA decarboxylase, mitochondrial	6936.63	9142.25	6364.06	8876.18	5663.17	6711.02	19583.9	4931.13	7419.98	6694.64	7322.93	6267.06	7402.32	6139.41	4256.3	4368.68	6805.08	6309.74	3613.41	3074.92	10014.4	8391.02
O95831	O95831;O95831-3;O95831-4	AIFM1_HUMAN	AIFM1	Apoptosis-inducing factor 1, mitochondrial	18414.4	21665	16460.5	21195.6	15498.6	15224.3	5017.99	4376.34	18679.6	16403	13006.4	16235.9	14183.4	16028.9	5745.96	3314.39	12356.4	9205.37	3428.88	4134.78	16410.3	10744.2
O95834-3	O95834;O95834-2;O95834-3	EMAL2_HUMAN	EML2	Isoform 3 of Echinoderm microtubule-associated protein-like 2	45569.5	35022	43742.4	37492.3	43010	34215.7	34945		43241	37023.3	36886	41222.1	38503.1	38212.1			48649.6	42638.1	2454.91	1490.79	43553.9	41910.9
O95835	O95835	LATS1_HUMAN	LATS1	Serine/threonine-protein kinase LATS1		306.26	527.968	259.609				1935.68			1534.31	526.966	1151.39	2071.25		1321.06	529.488	458.278	265.853	2857.48	1099.34	
O95837	O95837	GNA14_HUMAN	GNA14	Guanine nucleotide-binding protein subunit alpha-14	5192.58	3723.42	4840.21	3607.11	5030.76	3259.72			7974.81	6479.55	6131.15	5136.22	9468.03	5860.26			2034.52	3978.31			5090.37	9978.62
O95848	O95848	NUD14_HUMAN	NUDT14	Uridine diphosphate glucose pyrophosphatase NUDT14	5479.05	4951.92	5897.15	5480.82	6598.3	6647.41			5808.65	4112.16	6769.5	6494.11	8536.2	8467.85			9054.67	6433.77			10096	11382.9
O95857	O95857	TSN13_HUMAN	TSPAN13	Tetraspanin-13	11408	11302.4	11198.1	13969.7	10761.7	23353.6			6256.04	9705.9	10815.1	11256.3	11704.3	12069		1252.99	20300	12593.2	888.103	2049.37	14095.1	7346.94
O95858	O95858	TSN15_HUMAN	TSPAN15	Tetraspanin-15	3453.43	4273.88	3618.62	3318.13	5884.28	3894.94			4231.94	4241.58	3619.59	2879.09	6596.87	4450.23			7044.41	7416.83	603.741		5456.61	7064.54
O95861	O95861;O95861-2;O95861-3;O95861-4	BPNT1_HUMAN	BPNT1	3'(2'),5'-bisphosphate nucleotidase 1	7416.76	5119.72	8531.62	5048.03	8571.51	5268.45	1689.82	2071.63	8474.12	5393.62	8676.83	6672.3	8739.81	6651.32	1706.57	2113.26	4985.1	7458.16	3196.46	1946.67	6065.83	6728.74
O95864;O95864-3	O95864;O95864-3	FADS2_HUMAN	FADS2	Acyl-CoA 6-desaturase							8938.6	12444.6		5258.41					11621.2	14936.9			5389.44	11890.6		
O95865	O95865	DDAH2_HUMAN	DDAH2	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2	36878.1	38655.3	17456	19834.6	31518.9	30161.4	24195.2	16756.6	38382.7	51118.3	19591.2	21730.9	47641.2	36271.9	24873.8	21620.7	17803.8	10962.7	48348.6	24182.3	30034.8	29477.3
O95870;O95870-2	O95870;O95870-2	ABHGA_HUMAN	ABHD16A	Phosphatidylserine lipase ABHD16A	10743.2	10356.9	19541.4	13532.9	14904.1	14310.2	7240.45	7507.08	13632.9	12018	20495.2	16773.5	16331	13341.6	4287.61	6073.94	17830.2	22708.6	5851.28	9273.04	16891.7	13722.2
O95881	O95881	TXD12_HUMAN	TXNDC12	Thioredoxin domain-containing protein 12	7706.51	11273.5	7251	6566.74	8231.06	6327.02	20978.3	7672.12	6733.97	7109.92	9315.51	5942.35	7811.63	6513.25	16845.8	16173	1072.31	3638.64	11381	12103.2	2074.07	2597.2
O95900;O95900-2	O95900;O95900-2	TRUB2_HUMAN	TRUB2	Pseudouridylate synthase TRUB2, mitochondrial								1411.73								908.514			506.883	1531.11		
O95983;O95983-2	O95983;O95983-2	MBD3_HUMAN	MBD3	Methyl-CpG-binding domain protein 3	1737.82		1781.29	1650.22	2240.76	1474.67	2819.15	2611.76	1505.38	2094.51	1728.33	1535.19	1688.1	1955.04	4540.07	4858.38	651.474		3383.83	4799.51	1547.81	2374.73
O95985;O95985-2;O95985-3	O95985;O95985-2;O95985-3	TOP3B_HUMAN	TOP3B	DNA topoisomerase 3-beta-1	2409.01	725.712	2010.34	1758.16	2405.21	2438.88	578.319	1550.92	2365.85	1391.89	2203.01	2116.66	2884.64	2589.63		1035.8	1894.31	2151.77	1743	1021.46	2402.54	2671.3
O95989	O95989	NUDT3_HUMAN	NUDT3	Diphosphoinositol polyphosphate phosphohydrolase 1	31750.3	26105	24621.7	28613.8	26935.6	30406.8	34565.9	39536.5	25983.4	25872.8	24994.9	30324.9	31602.9	35399	46511	56997.6	23556.7	22517.4	33161.6	34670.2	36579	29355.5
O96000	O96000	NDUBA_HUMAN	NDUFB10	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	1877.82	3425.1	1990.3	3122.2	1765.51	2265.42	16459.4	8982.97	1511.22	1635.5	1737.65				11126	11929.8			8221.66	9196	1819.73	901.811
O96005;O96005-4	O96005;O96005-3;O96005-4	CLPT1_HUMAN	CLPTM1	Putative lipid scramblase CLPTM1	11980.9	13895.3	19623.5	12823.1	24323.1	17962.7	16889.3	20034.9	20256.4	17875	25315.9	21207.3	22694.7	20339.6	15400.7	14760.4	17995.5	23195.6	11162.8	21140.6	15356.1	23651
O96006	O96006	ZBED1_HUMAN	ZBED1	E3 SUMO-protein ligase ZBED1								1203.52								2124.14						
O96007	O96007	MOC2B_HUMAN	MOCS2	Molybdopterin synthase catalytic subunit							2491.67	2469.68								421.489						
O96008	O96008;O96008-2	TOM40_HUMAN	TOMM40	Mitochondrial import receptor subunit TOM40 homolog	4608.13	5931.75	5999.82	5925.36	6862.99	4466.12	9416.9	7721.1	5968.33	4959.52	5625.35	6736.44	5537.49	6780.18	5107.35	5347.5	5354.9	4422.83	4624.11	4902.07	5506.7	4849.33
O96011;O96011-2	O96011;O96011-2	PX11B_HUMAN	PEX11B	Peroxisomal membrane protein 11B	3224.5	4961.99	3293.85	2966.34	3645.37	5274.32	5630.63	6693.02	6062.17	5214.93	3156.21	5146.47	3228.64	3846.1	3613.06	6017.73	4150.57	4561.29	5956.91	8859.63	3545.93	4859.22
O96013;O96013-2;O96013-3;O96013-4	O96013;O96013-2;O96013-3;O96013-4	PAK4_HUMAN	PAK4	Serine/threonine-protein kinase PAK 4	7899.41	7324.35	7295.95	8513.15	9630.28	10242.5	6683.62	8525.4	8908.71	8583.56	8526.73	8232.37	10549.3	11111.4	9901.88	6993.38	11328.5	9609.33	10304.8	7648.06	11524	9827.61
O96019	O96019	ACL6A_HUMAN	ACTL6A	Actin-like protein 6A	6497.3	5770.02	6036.09	5806.65	7998.7	5273.15	8559.29	9943.06	6890.74	6088.43	6632.54	5635.08	6867.94	6917.39	7623.3	9504.72	4659.54	5119.48	10059.4	7047.3	5440.63	4931.39
P00156	P00156	CYB_HUMAN	MT-CYB	Cytochrome b	16532.4	35938.2	13609.5	26647.1	13847.1	18521.5			15900.9	16025.1	13918.3	17537.5	12110.6	15996.2			18041.9	13866.1			22118.6	11605.6
P00167;P00167-2	P00167;P00167-2;P00167-3	CYB5_HUMAN	CYB5A	Cytochrome b5	82045.9	56902.7	151636	73755.9	139448	58229.7	7944.75	7297.79	142850	110176	129117	88913.2	171617	97271.9	5021.47	7233.23	116996	173109	6355.01	6144.69	128121	138009
P00338;P00338-3	P00338;P00338-3;P00338-4	LDHA_HUMAN	LDHA	L-lactate dehydrogenase A chain	826991	622776	880028	608379	929571	541550	68260.6	137367	1.0137e+06	813087	698415	998160	615210	863208	80090.7	180103	1.02648e+06	884742	259911	128079	992506	530836
P00352	P00352	AL1A1_HUMAN	ALDH1A1	Aldehyde dehydrogenase 1A1	16393.6	15599.2	8192.33	21584.4	4600.64	21737.4	83777.1	11511.9	4761.06	8630.08	6487.6	3059.11	6384.82	2208.43	30862.5	1692.12	3255.03	5889.36	8334.67	8901.34	4884.3	5206.84
P00367	P00367;P49448;P00367-3	DHE3_HUMAN	GLUD1	Glutamate dehydrogenase 1, mitochondrial	47977.2	64637.9	43362.5	59882.8	40334	46392.4	66657.1	42648.3	50374.2	47904.6	41714.9	40954.8	38767.8	40011.3	48768.5	35865.9	25804.3	29349.5	44808.5	47012	39468.5	42464.1
P00374	P00374	DYR_HUMAN	DHFR	Dihydrofolate reductase					2916.46			1912.93		1975.58	5584.22	2737.38	3689.31	4027.96								
P00387;P00387-2;P00387-3	P00387;P00387-2;P00387-3	NB5R3_HUMAN	CYB5R3	NADH-cytochrome b5 reductase 3	173890	153894	174337	153234	179105	148229	102969	99072.6	166738	141891	152286	156241	158019	145812	72833.9	101215	138872	165706	116885	115986	165026	149524
P00390;P00390-2	P00390;P00390-2;P00390-3	GSHR_HUMAN	GSR	Glutathione reductase, mitochondrial	20551	19334.7	18221.2	16187.3	15221	15246.1	15717.2	13337.2	21854.4	22541.1	16331.4	15510.4	16644.7	15690.7	12073.8	13441	9147.89	8932.43	10312.3	7956.34	15689	11318
P00395	P00395	COX1_HUMAN	MT-CO1	Cytochrome c oxidase subunit 1	9810.24	11835.5	11998.2	8756.49	12369.7	13875.4		6646.7	11447.2	9567.73	10032.2	11177	8897.95	10894.8	7285.35	5345.24	9467.17	9229.02	5499.19	6265.29	10238.7	7666.99
P00403	P00403	COX2_HUMAN	MT-CO2	Cytochrome c oxidase subunit 2		1491.04					471552	292504							267765	183462			214318	283818		
P00441	P00441	SODC_HUMAN	SOD1	Superoxide dismutase [Cu-Zn]	14940.1	15763	10630.8	13953.3	12185.4	12487.2	19539.5	6404.07	11684.9	16408.7	12569.9	11569.4	17119	7550.65	38177	21173.7	4675.08	13487.3	12222.2	13991.8	11116.7	12527.8
P00450	P00450	CERU_HUMAN	CP	Ceruloplasmin		1253.78	8599.01	2155.53			2212.19		1542.38	860.804	1226.72	1977.2			2790.15				1144.95			1085.68
P00480	P00480	OTC_HUMAN	OTC	Ornithine transcarbamylase, mitochondrial				2916.39		2770.56	14032.9	2337.01							5755.68							
P00491	P00491	PNPH_HUMAN	PNP	Purine nucleoside phosphorylase	22257.8	26174	22562.5	18782.4	16906.4	13659.5	17047.8	18287	19443.6	22219.9	15366.7	22067.4	19726.5	24766.8	11382	18757.6	16618.7	12783	30390.7	17329	16666.6	17883.4
P00492	P00492	HPRT_HUMAN	HPRT1	Hypoxanthine-guanine phosphoribosyltransferase	58679.6	53977.6	57165.6	39038.3	70123.8	62702.4	42551.8	49713.4	58383.9	51815.5	64560.1	59522.3	45485.1	51892.3	38023.1	51810.6	36805.2	37170.5	61262.8	32887.6	43044.4	40548.5
P00505	P00505;P00505-2	AATM_HUMAN	GOT2	Aspartate aminotransferase, mitochondrial	352152	504026	308126	475668	287655	437330	153123	127955	344796	375460	259643	361874	271416	398701	106619	97045	209941	161818	100978	87835.9	289144	185981
P00533	P00533	EGFR_HUMAN	EGFR	Epidermal growth factor receptor	4126.97	4375.67	11152.5	6257.13	5515.78	5142.43	2799.44	10549.5	8789.59	11868.6	8354.86	12069.2	6975.36	10269.9	15666.5	10014.8	19329.4	9524.77	14210	13144.8	11292.2	13455.5
P00558	P00558;P00558-2	PGK1_HUMAN	PGK1	Phosphoglycerate kinase 1	518272	457265	414017	464545	336765	424218	76918.7	71974.6	482883	460575	294235	417950	228437	322586	74569.8	81903.9	229122	130832	160554	60378.7	435307	116052
P00568	P00568	KAD1_HUMAN	AK1	Adenylate kinase isoenzyme 1	5643.02	3244.95	3499.58	2197.43	16889.3	12236.2	12945.7	4765.5	4258.97	6255	11631.5	2626.77	22159.1	8968.84	11758.3	8083.18	1928.44	2528.36	2814.88	2569.04	2221.5	3863.96
P00750;P00750-3	P00750;P00750-3;P00750-4	TPA_HUMAN	PLAT	Tissue-type plasminogen activator							2356.19	853.624							3945.58	1251.78			351.712	374.773		
P00966	P00966	ASSY_HUMAN	ASS1	Argininosuccinate synthase	492430	341112	525480	352034	654544	401930			587633	368710	425289	372597	373719	412549			213336	313498			324791	372051
P01008	P01008	ANT3_HUMAN	SERPINC1	Antithrombin-III	43537.7	49787.2	12084.9	79749.7	8289.84	56489.7	322200	53371.2	151800	160661	123831	84973.8	220156	73114.5	559244	80145.2	9546.19	24985.7	80321.1	62076.9	35939.1	41178.6
P01023	P01023	A2MG_HUMAN	A2M	Alpha-2-macroglobulin							6558.66	3745.44							10456.2	8369.34			8284.94	13786.7		
P01024	P01024	CO3_HUMAN	C3	Complement C3	2429.43	4502.98	38164.3	7741.46	5528.26	5225.59	6904.65		10672	10354.6	3373.74	12264.5		2778.15	4351.8		2084.84				4502.44	5737.21
P01033	P01033	TIMP1_HUMAN	TIMP1	Metalloproteinase inhibitor 1							4824.88	2340.22							6425.16	3603.17			36094.8	6356.2		
P01034	P01034	CYTC_HUMAN	CST3	Cystatin-C	521.864	485.897	1659.73		1141.26			1759.89	687.056				926.539	697.101	10364.7	4836.13			4152.28	3464.62	1044.84	1764.39
P01111	P01111	RASN_HUMAN	NRAS	GTPase NRas	13288.8	13797.4	16069.9	13736.9	15726.3	14642.5	9622.96	12862.7	12895	15087	15248.8	13854.7	16101	14235.9	11704.1	15595	10308.4	11152.9	16868.3	5887.22	11176.3	13716.3
P01116	P01116	RASK_HUMAN	KRAS	GTPase KRas	11623.5	11561	9876.08	10901.3	12193.9	12678.9	8629.45	4105.09	12117.8	11741	10924.5	13633.8	10732.5	12698		4768.43	10226.8	6785.83	5684.99	3083.69	9258.99	7020.17
P01116-2	P01116-2	RASK_HUMAN	KRAS	Isoform 2B of GTPase KRas	9023.99	12425.5	10212.7	11157.1	12196.1	14007.9		3003.64	8586.55	8505.03	8514.19	9714.27	9148.07	11578.9	4886.85	8104.5	10423	8105.23	16764.7	7482.91	10852.5	10173.7
P01130;P01130-3;P01130-4;P01130-5;P01130-6	P01130;P01130-2;P01130-3;P01130-4;P01130-5;P01130-6	LDLR_HUMAN	LDLR	Low-density lipoprotein receptor								5574.32								4320.15			16920.3	5594.83		
P01591	P01591	IGJ_HUMAN	JCHAIN	Immunoglobulin J chain			215.83	609.433			2468.89	467.436		787.328	913.316	579.422			1114.26							
P01833	P01833	PIGR_HUMAN	PIGR	Polymeric immunoglobulin receptor	3687.36	4594.5	3435.91	5043.78	4380.83	6646.47	15269.6	4968.6	3626.13	5347.77	4486.76	3520.01	7108.86	3851.97	11100.4	3427.78						
P01834	P01834;P0DOX7	IGKC_HUMAN	IGKC	Immunoglobulin kappa constant	5478.87	7438.27	3109.53	7738.49	4153.88	7423.04	21764.7	5926.18	3859.07	5934.66	7159.82	4695.66	6827.19	4279.03	11487.2	5041.13						
P01877;P01877-1	P01876;P01877;P01876-1;P01877-1;P0DOX2	IGHA2_HUMAN	IGHA2	Immunoglobulin heavy constant alpha 2	11012.4	17786	10283.5	15420.8	15004	20486.9	49104.3	17148.3	11067.4	20069.4	17370.7	17541	22106.7	14870.7	47722.1	15222.7						
P01889	P01889;P01893;P04439;P13747;P17693;P17693-2;P17693-5;P17693-6;P04439-2	HLAB_HUMAN	HLA-B	HLA class I histocompatibility antigen, B alpha chain	4062.66	3861.84	3755.71	6792.05	1017.35	3682.34	8009.61	14918.9	2965.52	4093.57	1735.62	2219.19	776.563	1375.47	26771.5	11493.2	1084.33		30567.5	41411	922.064	1311.06
P01903	P01903;P01906	DRA_HUMAN	HLA-DRA	HLA class II histocompatibility antigen, DR alpha chain															3204.24	1115.01				1156.31		
P01911;P04440	P01911;P04440	DPB1_HUMAN;DRB1_HUMAN	HLA-DPB1;HLA-DRB1	HLA class II histocompatibility antigen, DRB1 beta chain							1606.06								6419.96	3168.44				3183.68		
P02042;P68871	P02042;P02100;P68871;P69891;P69892	HBB_HUMAN;HBD_HUMAN	HBB;HBD	Hemoglobin subunit delta	42288.3	56129.9	23996.6	52760.9	12063.4	60550.8	233713	28445.3	8081.35	17527.6	12309.6	6730.73	10851	3461.82	59498.2	3553.28		7644.86	11320.2	10036.3	7928.15	11313.6
P02462	P02462;P29400;P29400-2	CO4A1_HUMAN	COL4A1	Collagen alpha-1(IV) chain	172467	254497	86667.8	308823	51322.8	307253	1.15123e+06	118514	46941.9	109756	61966.8	29179.2	66038	24703.6	460890	28878.3	28316.5	50606.8	143993	133453	40490.2	59255.8
P02511	P02511	CRYAB_HUMAN	CRYAB	Alpha-crystallin B chain							19771.8	9588.79							43707.6	16012.7			24576.3	26059.2		
P02533	P02533	K1C14_HUMAN	KRT14	Keratin, type I cytoskeletal 14	23062	33316.7	6591.55	36765.6	9763.53	16460.8	172734	29876.1	10191.5	20579.7	15973.4	15036.8	25787.1	15186.2	125880	133252	13720	27229.6	11285.1	8561.61	14746.5	30256.4
P02538	O95678;P02538;P48668	K2C6A_HUMAN	KRT6A	Keratin, type II cytoskeletal 6A	3597.99	5824.93		9249.86	1935.31	2392.11	21340.4	6891.49	1956.99	4988.2	4983.66	3071.44	4792.13	1858.05	35435.1	60628	6438.78	4027.25	2415.29		5826.84	9305.58
P02545	P02545;P02545-2;P02545-3;P02545-4;P02545-5;P02545-6	LMNA_HUMAN	LMNA	Prelamin-A/C	359296	291550	369535	315892	251230	219430	62866.3	55458.6	332258	279808	273897	248617	281155	211844	109850	118711	190723	252470	271044	153287	232879	341833
P02545-2	P02545-2	LMNA_HUMAN	LMNA	Isoform C of Prelamin-A/C							3219.61	618.258								3534.35			5207.62	2919.4		
P02647	P02647	APOA1_HUMAN	APOA1	Apolipoprotein A-I		2130.7		2056.52	2021.98		24486.5	3547.31							4150.21							
P02649	P02649	APOE_HUMAN	APOE	Apolipoprotein E	3117.91	3826.68	1881.45	4436	821.986	4665.3	17558.8	4206.2	800.142	1882.21			1610.35		15539.2	1044.19		918.078	13614.2	10217.6		523.014
P02656	P02656	APOC3_HUMAN	APOC3	Apolipoprotein C-III	500.032	2507.15		2135.49		1120.23	3250.35	246.644	188.903	1180.14		482.898	1387.3	441.746	5070.41					469.118		
P02671;P02671-2	P02671;P02671-2	FIBA_HUMAN	FGA	Fibrinogen alpha chain	4347.18	3515.36	2264.67	6644.19	2161.8	5975.52	27170.1	806.23	2957.59	3767.7					17003.4							
P02675	P02675	FIBB_HUMAN	FGB	Fibrinogen beta chain	53873.5	66579.6	24815.9	81854.4	16456.1	56649.1	324559	39006.7	16516.6	37232.6	20450	9371.72	24479.4	6430.2	182003	7951.06	2894.11	5080.04	13377.2	10268.3	5461.06	5619.64
P02679;P02679-2	P02679;P02679-2	FIBG_HUMAN	FGG	Fibrinogen gamma chain	73076.1	93024.6	36572.1	108755	25951.6	94130.8	478561	56842.9	23356.5	61782.7	31706.2	14407.2	33088.8	7995.37	326275	11574.3	3236.55	7901.45	11757.5	11413.3	5173.27	6448.97
P02751;P02751-1;P02751-10;P02751-13;P02751-14;P02751-17;P02751-3;P02751-4;P02751-5;P02751-6;P02751-7;P02751-8;P02751-9	P02751;P02751-1;P02751-10;P02751-11;P02751-12;P02751-13;P02751-14;P02751-16;P02751-17;P02751-2;P02751-3;P02751-4;P02751-5;P02751-6;P02751-7;P02751-8;P02751-9	FINC_HUMAN	FN1	Fibronectin	8878.63	11777.7	3571.62	13191	1963.63	13195.5	42436.8	3504.23	1630.16	4232.9	2973.72		3018.26		15449.6		1519.16	2272.25	4498.8	2877.86		2163.08
P02768	P02768	ALBU_HUMAN	ALB	Albumin	1.31344e+06	1.37652e+06	725911	3.47471e+06	564786	1.89131e+06	8.34265e+06	1.85304e+06	4.13387e+06	5.19604e+06	2.83127e+06	3.41605e+06	5.88678e+06	3.62506e+06	1.61939e+07	2.45112e+06	275846	314289	1.22666e+06	867292	615434	827520
P02774;P02774-2;P02774-3	P02774;P02774-2;P02774-3	VTDB_HUMAN	GC	Vitamin D-binding protein				940.022			3115.55	881.355	3200.15	2499.03	2861.15	1702.26	4680.9	1264.16	10762.1	1290.83						
P02786	P02786	TFR1_HUMAN	TFRC	Transferrin receptor protein 1	6850.01	24097.3	9202.27	14552.9	2905.84	8044.85	15830	17744.9	13484.6	16460.3	8398.08	25170.1	4626.32	4611.94	5917.85	12089.3	9300.4	8320.73	20806.5	15416.2	7873.57	9841.97
P02787	P02787	TRFE_HUMAN	TF	Serotransferrin	23482.3	42763.9	15131.1	42172.4	5238.2	19681.5	74192.7	13045.8	11939.2	27256.2	12593.1	16230.8	8299.43	5991.54	55227.3	11117	9872.51	10910.7	23858.8	17850	9528.8	9079.2
P02788;P02788-2	P02788;P02788-2	TRFL_HUMAN	LTF	Lactotransferrin	6416.79	9701.4	78388.6	8089.23	897.439	4748.62	4079.65		6504.79	11173.4	8291.5	10965.8		846.542	6659.44		4554.88	2839.32	8067.62	6479.78	2754.95	1815.02
P02790	P02790	HEMO_HUMAN	HPX	Hemopexin	17603.3	30072	3402.27	22956.2	2681.49	27418.1	38123.5	4465.84	5035.85	15813.7	3571.89		5303.88		29794.9	1279.26		2547.36	10333.1	9609.86	2821.3	2598.73
P02792	P02792	FRIL_HUMAN	FTL	Ferritin light chain	4190.45	2652.7	1848.55	3869.32	4501.68	3860.01	2706.21	2727.02	1819.76	2773.5	1454.82	4001.8		4911.79	5814.44	10347.7	6001.59	5238.41	17527.2	14051	4766.15	2736.39
P02794	P02794	FRIH_HUMAN	FTH1	Ferritin heavy chain	13387	8652.85	8806.55	14374.9	2813.57	2224.48	2518.34	2596.7	11010.1	9119.02	13761.1	6821.84	2339.14	3033.79	3221.94	5340.05		1178.27	5050.05	2345.8	2337.14	4922.67
P03897	P03897	NU3M_HUMAN	MT-ND3	NADH-ubiquinone oxidoreductase chain 3							2471.01	4067.37								2853.17			3165.51	5441.68		
P03905	P03905	NU4M_HUMAN	MT-ND4	NADH-ubiquinone oxidoreductase chain 4							2934.38	4416.82							2503.28	3299.45			1830.85	2982.31		
P04040	P04040	CATA_HUMAN	CAT	Catalase	53282.2	62857.6	39041	63995	33387.6	67577.1	123833	34884.4	36321.3	51562.4	41390.8	40252.2	39877.9	40561.5	56473.6	27275.9	33977.7	33724.6	27578.1	31482.6	42926.1	37602.4
P04049;P04049-2	P04049;P04049-2	RAF1_HUMAN	RAF1	RAF proto-oncogene serine/threonine-protein kinase	3061.03	2660.21	3231.67	2353.86	5621.75	6190.68	4086.15	6260.43	3957.76	3414.04	3561.92	5159.75	5105.77	4028.03	3649.03	7268.97	4396.78	5421.84	5990.62	6044.07	4122.24	4867.74
P04062;P04062-2;P04062-4	P04062;P04062-2;P04062-4;P04062-5	GBA1_HUMAN	GBA1	Lysosomal acid glucosylceramidase	3741.26	4553.01	7134.69	4033.6	7772.47	5118.58	42201.5	24053.9	3920.09	3607.41	5404.97	3379.8	4966.33	4114.19	44568.6	23258.1	4323.08	7951.3	11522.6	42047	1331.4	7241.14
P04066	P04066	FUCO_HUMAN	FUCA1	Tissue alpha-L-fucosidase	3957.98		11540.3	6576.97	18827.3	4381.02	2668.35	1122.24	6214.53	2664.53	10115.2	5013.88	13592.4	5342.57	2554.24	1741.85	4654.17	18119.8	2335.01	8110.04		16132.7
P04075;P04075-2	P04075;P04075-2	ALDOA_HUMAN	ALDOA	Fructose-bisphosphate aldolase A	3.35381e+06	2.96842e+06	3.85038e+06	3.5969e+06	3.11083e+06	2.95514e+06	373403	335001	3.69372e+06	3.41748e+06	3.89678e+06	3.81635e+06	2.33724e+06	2.74166e+06	395757	470748	2.99444e+06	2.38341e+06	632825	225799	3.32753e+06	1.46766e+06
P04080	P04080	CYTB_HUMAN	CSTB	Cystatin-B	1860.6						3104.2	1139.66							10021.8	4919.13			10734.6	7723.9	2349.9	
P04083	P04083	ANXA1_HUMAN	ANXA1	Annexin A1	82728.4	94092.5	87829.3	90850.6	61877.3	58893.5	6195.6	1901.69	109298	96397.1	77686.3	95853	68779.8	55726.6	3443.26	3301.23	55376.5	47902.8	11649.6	12588.2	64071.4	78508.4
P04150;P04150-10;P04150-11;P04150-12;P04150-13;P04150-2;P04150-8;P04150-9	P04150;P04150-2;P04150-10;P04150-11;P04150-12;P04150-13;P04150-14;P04150-15;P04150-16;P04150-3;P04150-6;P04150-8;P04150-9	GCR_HUMAN	NR3C1	Glucocorticoid receptor	6524.79	5644.37	6359.36	5765.52	6232.51	7453.37	2677.62		4942.41	5321.77	5753.42	5925.29	4887.69	6601.4		1033.06	11158.3	7622.76		1517.63	7887.14	7626.82
P04156	P04156	PRIO_HUMAN	PRNP	Major prion protein							1894.01	4178.42							3185.67	3375.45			5107.13	5171.57		
